id,campaign_id,benefit_type,amount,rate,points,minimum_spending,maximum_benefit,description,evidence,extracted_at
6508,191,special_rate,,,,,,Özel döviz veya kıymetli maden kuru,Kuveyt Türk Mobil’den Müşterimiz Olun Özel Kur Fırsatını Kaçırmayın!,2026-08-10T13:45:46+00:00
6537,192,cashback,500.0,,,,,Nakit iade avantajı,Davet kodunu kullanarak mobilden veya Self Nokta'dan Kuveyt Türklü olup 500 TL harcama iadesi kazanabilirsiniz.,2026-08-10T13:45:46+00:00
6538,192,shopping_points,,,,,,Ödemenin tamamı Altın Puan olarak iade,"Kuveyt Türk Mobil veya Self Nokta'dan yeni müşteri olup, Kuveyt Türk bireysel kredi kartıyla mobilden Yurt Dışı Çıkış Harcı satın alındığında harç tutarının tamamı altın puan olarak iade verilecektir.",2026-08-10T13:45:46+00:00
6539,192,reward,7250.0,,,,7250.0,Ödül veya hediye tutarı,Mobilden Kuveyt Türklü Olanlara Toplamda 7.250 TL Hediye!,2026-08-10T13:45:46+00:00
6565,193,cashback,500.0,,,500.0,,Nakit iade avantajı,Üstelik davet koduyla Kuveyt Türklü olan yakınlarınıza da 500 TL harcama iadesi!,2026-08-10T13:45:46+00:00
6566,193,reward,5000.0,,,500.0,5000.0,Ödül veya hediye tutarı,Yakınlarını Kuveyt Türk'e Davet Et Toplamda 5.000 TL'ye Varan Hediye Kazan!,2026-08-10T13:45:46+00:00
6568,194,miles,,,10000.0,1000.0,,10.000 Mil'e kadar,Yeni Kuveyt Türk Mobil Müşterilerine 10.000 Mil'e Varan Fırsat!,2026-08-10T13:45:46+00:00
6569,195,installment,,,,,,12 taksit,"Kampanya Tarihleri 22.10.2025 - 31.12.2026 Kampanyayı Paylaş 2 ay ertelemeli İhtiyaç Kart, yeni müşterilere özel 100.000 TL’ye kadar %1,99 oranla 12 aya varan taksit fırsatı sunuyor!",2026-08-10T13:45:46+00:00
6575,196,shopping_points,,,,,,Ödemenin tamamı Altın Puan olarak iade,"Kampanya Tarihleri 1.01.2026 - 31.12.2026 Kampanyayı Paylaş Kuveyt Türk Mobil üzerinden 01.01.2026 tarihinden itibaren müşteri olup, Kuveyt Türk bireysel kredi kartıyla mobilden Yurt Dışı Çıkış Harcı satın alındığında harç tutarının tamamı altın puan olarak iade verilecektir.",2026-08-10T13:45:46+00:00
6513,197,discount,,35.0,,,,%35 indirim,"Avantajlı fiyatlardan yararlanmaya devam etmek için sonraki satın alma işlemlerinde PocketSIM uygulaması üzerinden, eSIM planını seçtikten sonra ödeme adımındaki ""İndirim Kodu"" alanına KTPRIME35 kodunu girerek %35 indirimden faydalanabilirsiniz.",2026-08-10T13:45:46+00:00
6746,198,discount,,15.0,,,,%15 indirim,Happy Bonus kartı ile %15'ye varan indirimlerden yararlanın.,2026-08-10T13:45:46+00:00
6753,199,installment,,,,,,3 taksit,Okul Ödemelerinize Kâr Paysız Taksit!,2026-08-10T13:45:46+00:00
6769,200,installment,,,,,,3 taksit,Vergi Ödemelerinize Kâr Paysız Taksit!,2026-08-10T13:45:46+00:00
6744,201,installment,,,,,,3 taksit,Faturanıza 3 Aya Kadar Kâr Paysız Taksit!,2026-08-10T13:45:46+00:00
6754,202,reward,500.0,,,,500.0,Ödül veya hediye tutarı,Happy Bonus kartınızdan her fatura için 100 TL toplam 500 TL Bonus kazanılacaktır.,2026-08-10T13:45:46+00:00
6755,203,installment,,,,,,3 taksit,Pasaport Harcı Ödemelerinize Kâr Paysız Taksit!,2026-08-10T13:45:46+00:00
6762,204,discount,250.0,,,2000.0,250.0,250 TL indirim,Sevimli Dostlarınız için Petidi.com’da 250 TL İndirim Fırsatı!,2026-08-10T13:45:46+00:00
6758,205,installment,,,,,,3 taksit,Sağlık Harcamalarınıza Kâr Paysız Taksit!,2026-08-10T13:45:46+00:00
6747,206,reward,2500.0,,,5000.0,2500.0,Ödül veya hediye tutarı,Happy Kredi Kartı ile 2.500 TL Bonus kazanın!,2026-08-10T13:45:46+00:00
6772,207,discount,,15.0,,5000.0,,%15 indirim,"Yurtiçi araç kiralama da %10, yurtdışı araç kiralama da net %15 indirim sağlamaktadır.",2026-08-10T13:45:46+00:00
6773,207,discount,,10.0,,5000.0,,%10 indirim,"Yolcu360'da Happy Kart'la Araç Kiralamak Daha Avantajlı Happy Kart ile Yolcu 360'dan yapılacak araç kiralama harcamalarında: 5.000 TL ve üzeri harcamaya 250 TL Bonus, TF360 kodu ile Yurt içi araç kiralamada net %10 indirim, Yurt dışı araç kiramalada net %15 indirim Kampanya detayları: Bonus: Happy Bonus Kart ile Yolcu360'da tek seferde yapılacak 5.000 TL ve üzeri işleme 250 TL Bonus kazanabilirsiniz.",2026-08-10T13:45:46+00:00
6774,207,reward,250.0,,,5000.0,250.0,Ödül veya hediye tutarı,"Yolcu360'da Happy Kart'la Araç Kiralamak Daha Avantajlı Happy Kart ile Yolcu 360'dan yapılacak araç kiralama harcamalarında: 5.000 TL ve üzeri harcamaya 250 TL Bonus, TF360 kodu ile Yurt içi araç kiralamada net %10 indirim, Yurt dışı araç kiramalada net %15 indirim Kampanya detayları: Bonus: Happy Bonus Kart ile Yolcu360'da tek seferde yapılacak 5.000 TL ve üzeri işleme 250 TL Bonus kazanabilirsiniz.",2026-08-10T13:45:46+00:00
6741,209,reward,1950.0,,,,1950.0,Ödül veya hediye tutarı,"katkı payı ödeyeni kendisi olmak koşuluyla kendi adına 1, eşine 1 ve çocuğuna 1 adet olmak üzere toplamda 3 adet BES yaptıran ve bu BES’lerin katkı payını bankamız kredi kartı ile ödeyen müşterimiz 1.950 TL bonus kazanacaktır.",2026-08-10T13:45:46+00:00
6742,210,reward,5000.0,,,5000.0,5000.0,Ödül veya hediye tutarı,"Maaşınızı Türkiye Finans’a taşıyarak, 27.000 TL’ye varan nakit promosyon ve bonus ile birlikte Türkiye Finans’a davet ettiğiniz emekli yakınlarınız için 5.000 TL’ye varan nakit ödül fırsatından yararlanabilirsiniz.",2026-08-10T13:45:46+00:00
6743,211,reward,4000.0,,,1000.0,4000.0,Ödül veya hediye tutarı,4.000 TL Bonus Kazandıran Kampanya Nedir?,2026-08-10T13:45:46+00:00
6745,212,return_advantage,,,,,,Avantajlı getiri oranı,Günlük Hesap’la İhtiyaç Anında Vadeni Bozma!,2026-08-10T13:45:46+00:00
6748,215,return_advantage,,,,,,Avantajlı getiri oranı,"Katılım Hesabınızı Şimdi Açın, Daha Yüksek Getiri Oranlarından Yararlanın!",2026-08-10T13:45:46+00:00
6749,216,discount,10000.0,,,,10000.0,10.000 TL indirim,"Paratik kartınız ile 15.584 anlaşmalı İş Bankası, Yapı Kredi ve PTT ATM’sinden komisyon ödemeden 10.000 TL’ye kadar para çekebilir ve yatırabilir, 10.000 TL üzeri işlemlerinizi yapılan anlaşmalar kapsamındaki indirim oranları ile gerçekleştirebilirsiniz.",2026-08-10T13:45:46+00:00
6750,216,fee_exemption,,,,,,Komisyon veya masraf muafiyeti,Masrafsız Bankacılık,2026-08-10T13:45:46+00:00
6751,217,privilege,,,,,,MasterKOBİ ayrıcalıkları,Mastercard Business Kart’a özel fırsatlar MasterKOBİ’de!,2026-08-10T13:45:46+00:00
6768,218,reward,1000.0,,,1000.0,1000.0,Ödül veya hediye tutarı,"Müşteri olduğunuz aydan itibaren Yedek Hesap ve Günlük Hesap ürünlerinden birinin aktif kullanımı için 500 TL, toplamda 1.000 TL bonus kazanabilirsiniz.",2026-08-10T13:45:46+00:00
6752,219,discount,,50.0,,,,%50 indirim,İlk yıl için kiralık kasa hizmetinden %50 indirimli olarak yararlanabilirsiniz.,2026-08-10T13:45:46+00:00
6770,220,reward,5000.0,,,,5000.0,Ödül veya hediye tutarı,"Gönderdiğiniz davet kodu ile mobilden Türkiye Finanslı olan ve Happy Bonus kredi kartlarını kullanan her yakınınız için 500 TL, toplamda 5.000TL bonus kazanabilirsiniz.",2026-08-10T13:45:46+00:00
6771,221,fee_exemption,,,,,,Komisyon veya masraf muafiyeti,Yeni Yatırım Hesabınıza Sıfır Komisyon Oranı,2026-08-10T13:45:46+00:00
6738,222,reward,500.0,,,,500.0,Ödül veya hediye tutarı,Otomatik fatura ödeme talimatları ile toplam 500 TL Bonus kazanabilirsiniz.,2026-08-10T13:45:46+00:00
6739,222,installment,,,,,,3 taksit,Aksa Doğalgaz ve 4 farklı otomatik fatura talimatıyla 500 TL Bonus ve 3 taksit fırsatı!,2026-08-10T13:45:46+00:00
6777,223,membership,,,,,,GastroClub üyeliği,Âlâ Bankacılık Ayrıcalıklar Dünyasında GastroClub Üyeliği İle Keyifli Bir Deneyime Adım Atın!,2026-08-10T13:45:46+00:00
6797,224,discount,,20.0,,,,%20 indirim,"Mini Check-up - %20 indirimli check up hizmeti Diş Sağlığı: Yılda 1 kez ücretsiz - diş muayenesi, diş taşı temizliği ve tek diş röntgen filmi Online Diyetisyen: Yılda 3 kez ücretsiz online diyetisyen görüşmesi Online Psikolog: Yılda 3 kez ücretsiz online psikolog görüşmesi Online Personel Trainer: Yılda 3 kez ücretsiz online personel trainer Tıbbi Danışma: Yılda 1 kez ücretsiz telefonda tıbbi danışmanlık Vize Danışma",2026-08-10T13:45:46+00:00
6784,225,installment,,,,,,3 taksit,Âlâ Kart ile Okul Ödemelerinize 3 Aya Kadar Kâr Paysız Taksit!,2026-08-10T13:45:46+00:00
6799,226,free_service,,,,,,Ücretsiz Fast Track hizmeti,Âlâ ve Âlâ Private Müşterilerine Özel Ücretsiz Fast Track Ayrıcalığı!,2026-08-10T13:45:46+00:00
6779,227,installment,,,,,,3 taksit,Âlâ Kart ile Fatura Ödemenize 3 aya Kadar Kâr Paysız Taksit!,2026-08-10T13:45:46+00:00
6780,228,status_upgrade,,,,,,Statü yükseltme ayrıcalığı,Âlâ Kart ile Halalbooking’de Statünüzü Yükseltin!,2026-08-10T13:45:46+00:00
6781,229,discount,1000.0,,,,1000.0,1.000 TL indirim,"Âlâ Kartınızı kullanarak size özel indirim kodunuz ile Transfer hizmeti esnasında limit sınırı olmadan işlem tutarının %25 kadar indirim anında kazanılırken, 1.000 TL’ye varan ek %50 ekstre indirimi ayrıcalığından yararlanılabilecektir.",2026-08-10T13:45:46+00:00
6782,229,discount,,50.0,,,,%50 indirim,"%25+%50 İndirimli Havalimanı ve VIP Transfer Hizmeti Kullanım Koşulları Havalimanı ve VIP Transfer hizmeti Âlâ First, Âlâ ve Âlâ Private müşterisi olan Âlâ Kart sahiplerine özeldir.",2026-08-10T13:45:46+00:00
6783,229,discount,,25.0,,,,%25 indirim,Âlâ Kart ile Havalimanı ve VIP Transfer Hizmetinden %25 + %50 İndirimle Yararlanın!,2026-08-10T13:45:46+00:00
6798,230,reward,700.0,,,,700.0,Ödül veya hediye tutarı,"Kampanya Detayı: Âlâ Kart İle HGS etiketi alıp HGS talimatı vererek ödemenizi gerçekleştirin, 700 TL Bonus kazanın.",2026-08-10T13:45:46+00:00
6785,231,discount,20000.0,,,2000.0,20000.0,20.000 TL indirim,Yeni Âlâ Kart sahibi olan müşterilerimiz ilk ekstreleri minimum 20.000 TL kesildikten sonra restoran harcamalarına %10 indirim ayrıcalığından faydalanabilir.,2026-08-10T13:45:46+00:00
6786,231,discount,,10.0,,2000.0,,%10 indirim,Ayrıcalıklarla dolu Âlâ Kartınızı kullanarak tek seferde yapacağınız 2.000 TL ve üzeri restoran harcamalarınızdan %10 indirim kazanma fırsatı sizi bekliyor.,2026-08-10T13:45:46+00:00
6795,232,discount,600.0,,,,600.0,600 TL indirim,"Kampanya Detayı: 25.02.2026-31.12.2026 tarihleri arasında Âlâ Kart sahipleri, Obilet sı üzerinden üye olarak ve “TURKIYEFINANS ’’ kodunu kullanarak seçili firmalardan satın alacakları uçak biletlerinde 100 TL, 1.500 TL – 5.000 TL arası otel rezervasyonlarında 300 TL, 5.000 TL – 15.000 TL arası otel rezervasyonlarında 750 TL, 15.000 TL-30.000 TL arası otel rezervasyonlarında 1.500 TL, 30.000 TL – 50.000 TL arası otel ",2026-08-10T13:45:46+00:00
6796,233,reward,500.0,,,,500.0,Ödül veya hediye tutarı,"Kampanya Detayı: Âlâ Kredi Kartınızdan her yeni otomatik fatura ödeme talimatı için 100 TL, toplamda 5 adet talimatınıza 500 TL Bonus kazanılacaktır.",2026-08-10T13:45:46+00:00
6793,234,discount,,50.0,,,,%50 indirim,"İstanbul ve Sabiha Gökçen Havalimanında yapacağınız otopark harcamalarınıza özel %50 indirim ayrıcalığından, ödemelerinizde Âlâ Kartınızı kullanarak yararlanabilirsiniz.",2026-08-10T13:45:46+00:00
6787,235,installment,,,,,,3 taksit,Âlâ Kart ile Sağlık Harcamanıza 3 Aya Kadar Kâr Paysız Taksit!,2026-08-10T13:45:46+00:00
6759,236,discount,,50.0,,,,%50 indirim,"Âlâ segment müşterilerimiz Âlâ Kart ile 3 ay süre ile varlık şartı olmadan aşağıdaki ayrıcalıklardan faydalanabilir: Âlâ’da yılda 6, Âlâ Private’de ise yılda 12 adet giriş hakkı ile ücretsiz Lounge (Âlâ Private için +1 misafir hakkı) Âlâ’da yılda 6, Âlâ Private’de ise yılda 12 adet ücretsiz Fast Track ile havalimanlarında hızlı geçiş hakkı (Âlâ Private için +1 misafir hakkı) Silinmeyen bonuslar ile Âlâ'da 2 katı, Âlâ",2026-08-10T13:45:46+00:00
6760,236,discount,,10.0,,,,%10 indirim,"Âlâ Sağlık Meslek Paketi Kapsamında Sunulan Ayrıcalıklar 3 ay süre ile varlık şartı olmaksızın Âlâ Bankacılık ayrıcalıkları Kazancı Bol Hoş Geldin Paketi ile “SAGLIK” koduyla Mobilden Türkiye Finans müşterisi olunması halinde 11.000 TL’ye varan bonus kazanma fırsatı Yeni müşteri olacak doktor, diş hekimi , hemşire ve eczacı meslek grubu çalışanları için avantajlı Günlük Hesap ""Hoş geldin"" getiri oranı Yeni müşterimiz",2026-08-10T13:45:46+00:00
6761,236,discount,,5.0,,,,%5 indirim,"Âlâ Sağlık Meslek Paketi Kapsamında Sunulan Ayrıcalıklar 3 ay süre ile varlık şartı olmaksızın Âlâ Bankacılık ayrıcalıkları Kazancı Bol Hoş Geldin Paketi ile “SAGLIK” koduyla Mobilden Türkiye Finans müşterisi olunması halinde 11.000 TL’ye varan bonus kazanma fırsatı Yeni müşteri olacak doktor, diş hekimi , hemşire ve eczacı meslek grubu çalışanları için avantajlı Günlük Hesap ""Hoş geldin"" getiri oranı Yeni müşterimiz",2026-08-10T13:45:46+00:00
6763,237,discount,,50.0,,,,%50 indirim,İndirimli Kiralık Kasa : Âlâ müşterisi olduğunuz süre boyunca Kiralık kasa hizmetinden %50 indirimli olarak yararlanabilirsiniz.,2026-08-10T13:45:46+00:00
6764,237,discount,,25.0,,,,%25 indirim,"Ücretsiz Lounge Ücretsiz Fast Track Mil Programı %25 + %50 İndirimli Havalimanı ve VIP Transfer Hizmeti %50 İndirimli Otopark Ücretsiz GastroClub üyeliği ile birçok sektörde indirim Âlâ Kart ile restoran harcamalarına %10 indirim Âlâ Kart ile yurt dışı harcamalarına %10 indirim Âlâ Kart ile seyahat harcamalarına %10 indirim Sinema ve tiyatro harcamalarına %50 indirim Silinmeyen bonus puan Asistans hizmetleri Vergi, s",2026-08-10T13:45:46+00:00
6765,237,discount,,10.0,,,,%10 indirim,"Ücretsiz Lounge Ücretsiz Fast Track Mil Programı %25 + %50 İndirimli Havalimanı ve VIP Transfer Hizmeti %50 İndirimli Otopark Ücretsiz GastroClub üyeliği ile birçok sektörde indirim Âlâ Kart ile restoran harcamalarına %10 indirim Âlâ Kart ile yurt dışı harcamalarına %10 indirim Âlâ Kart ile seyahat harcamalarına %10 indirim Sinema ve tiyatro harcamalarına %50 indirim Silinmeyen bonus puan Asistans hizmetleri Vergi, s",2026-08-10T13:45:46+00:00
6766,237,reward,1000.0,,,,1000.0,Ödül veya hediye tutarı,"Müşteri olduğunuz aydan itibaren Yedek Hesap ve Günlük Hesap ürünlerinden birinin aktif kullanımı için 500 TL, toplamda 1.000 TL bonus kazanabilirsiniz.",2026-08-10T13:45:46+00:00
6767,237,installment,,,,,,4 taksit,Trafik Sigortası’nda 4 Taksit Avantajı : Trafik Sigortası ödemenizi Türkiye Finans kredi kartı ile yapmanız halinde 4 taksit imkânından yararlanabilirsiniz.,2026-08-10T13:45:46+00:00
6794,238,installment,,,,,,3 taksit,Âlâ Kart vergi ödemelerinize 3 Aya Kadar Kâr Paysız Taksit!,2026-08-10T13:45:46+00:00
6775,239,discount,,15.0,,,,%15 indirim,Kampanya Detayı: Âlâ Kart’a özel Yolcu360’da TF360 kodu ile araç kiralamada %15’e varan indirim ve 250 TL Bonus size bekliyor!,2026-08-10T13:45:46+00:00
6776,239,reward,250.0,,,,250.0,Ödül veya hediye tutarı,Kampanya Koşulları Âlâ Kart ile Yolcu360’da tek seferde yapılacak 5.000 TL ve üzeri işleme 250 TL Bonus kazanabilirsiniz.,2026-08-10T13:45:46+00:00
6740,240,service,,,,,,Asistanlık hizmetleri,Asistanlık Hizmetleri,2026-08-10T13:45:46+00:00
6778,241,miles,,,,,,Bonusların Mil Puanına dönüşümü,Âlâ Kart ile Bonuslarınız Mil Puanına Dönüşüyor!,2026-08-10T13:45:46+00:00
6756,242,discount,,50.0,,,,%50 indirim,"lounge, fast track ve mil puan ile uçak bileti alımı FX İşlemlerinde Avantajlı Makas Aralıkları Yurt İçi Hisse Senedi Alım Satım İşlemlerinde Düşük Komisyon ile İşlem Yapabilme Ayrıcalığı 11.000 TL’ye varan Bonus Kazancı Bol Hoş Geldin Paketi Ücretsiz EFT–Havale–FAST ve 150.000’den fazla ATM’den ücretsiz para çekme kolaylığı Yüksek limitli, Dosya Masrafsız İhtiyaç Finansmanı Dosya Masrafsız 3 ay Ötelemeli İhtiyaç Fin",2026-08-10T13:45:46+00:00
6757,242,installment,,,,,,4 taksit,"lounge, fast track ve mil puan ile uçak bileti alımı FX İşlemlerinde Avantajlı Makas Aralıkları Yurt İçi Hisse Senedi Alım Satım İşlemlerinde Düşük Komisyon ile İşlem Yapabilme Ayrıcalığı 11.000 TL’ye varan Bonus Kazancı Bol Hoş Geldin Paketi Ücretsiz EFT–Havale–FAST ve 150.000’den fazla ATM’den ücretsiz para çekme kolaylığı Yüksek limitli, Dosya Masrafsız İhtiyaç Finansmanı Dosya Masrafsız 3 ay Ötelemeli İhtiyaç Fin",2026-08-10T13:45:46+00:00
6789,243,discount,5000.0,,,5000.0,5000.0,5.000 TL indirim,"Âlâ Kart sahipleri, seyahat ve konaklama sektöründe kartlarını kullanarak tek seferde yaptıkları 5.000 TL ve üzeri harcamalardan %10 indirim kazanıyor.",2026-08-10T13:45:46+00:00
6790,243,discount,,10.0,,5000.0,,%10 indirim,Âlâ Kart ile Yapacağınız Seyahat ve Konaklama Harcamalarınızdan %10 İndirim Kazanın!,2026-08-10T13:45:46+00:00
6788,244,discount,,50.0,,2000.0,,%50 indirim,0850 393 22 44 Toplama Resmi Âlâ Kart ile Sinema ve Tiyatro Biletlerinizi %50 İndirimli Alın!,2026-08-10T13:45:46+00:00
6737,245,free_service,,,,,,Ücretsiz lounge hizmeti,1.400+ Lounge Noktasında Ücretsiz Konforun Tadını Çıkarın!,2026-08-10T13:45:46+00:00
6791,246,discount,5000.0,,,5000.0,5000.0,5.000 TL indirim,"Yurt dışında fiziki POS cihazları üzerinden yaptığınız harcamalarınızda Âlâ Kartınızı kullanın, tek seferde yapacağınız 5.000 TL ve üzeri harcamalarınız için %10 indirim kazanın.",2026-08-10T13:45:46+00:00
6792,246,discount,,10.0,,5000.0,,%10 indirim,0850 393 22 44 Toplama Resmi Âlâ Kart ile Yapacağınız Yurt Dışı Harcamalarından %10 İndirim Kazanın!,2026-08-10T13:45:46+00:00
6800,247,shopping_points,,,500.0,300.0,,"Altın Puan, Worldpuan, ParafPara, Bankkart Lira veya alışveriş puanı",Michelin’de 4 Taksit Son Gün 31.08.2026 Michelin’de 4 Taksit Son Gün 31.08.2026 Detaylar MTV Ödemelerinize 4 Taksit Son Gün 05.08.2026 MTV Ödemelerinize 4 Taksit Son Gün 05.08.2026 Detaylar Sağlık Sektöründe +5 Taksit Son Gün 31.12.2026 Sağlık Sektöründe +5 Taksit Son Gün 31.12.2026 Detaylar Kültür Sanat Harcamalarınıza Toplam 500 TL Bankkart Lira!,2026-08-10T13:45:46+00:00
6801,247,installment,,,,300.0,,6 taksit,"A101'de 6 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv A101'de 6 Taksit Kampanya Dönemi 10-07-2025 - 31-08-2026 Sektör: Diğer Kampanya Koşullar",2026-08-10T13:45:46+00:00
6802,248,installment,,,,,,4 taksit,"Abdullah Kiğılı’da 2 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv Abdullah Kiğılı’da 2 Taksit Kampanya Dönemi 01-04-2025 - 31-08-2026 Sektör: G",2026-08-10T13:45:46+00:00
6803,249,shopping_points,,,2000.0,,,"Altın Puan, Worldpuan, ParafPara, Bankkart Lira veya alışveriş puanı",Aile Kart'a Özel 2.000 TL'ye varan Bankkart Lira!,2026-08-10T13:45:46+00:00
6804,249,reward,2000.0,,,,2000.0,Ödül veya hediye tutarı,Kampanya müşteri bazındadır ve bir müşteri kampanyadan en fazla 2.000 TL Bankkart Lira kazanabilecektir.,2026-08-10T13:45:46+00:00
6805,250,shopping_points,,,750.0,,,"Altın Puan, Worldpuan, ParafPara, Bankkart Lira veya alışveriş puanı",Akaryakıt Harcamalarınıza 400 TL Bankkart Lira!,2026-08-10T13:45:46+00:00
6806,250,reward,400.0,,,,400.0,Ödül veya hediye tutarı,Kampanya Dönemi 10-07-2026 - 07-08-2026 Kampanya Koşulları: Ziraat Katılım Bankkart kredi kartınız ile anlaşmalı akaryakıt istasyonlarında 10 Temmuz 2026 - 7 Ağustos 2026 tarihleri arasında farklı günlerde ve tek seferde yapacağınız 1.250 TL ve üzeri dördüncü akaryakıt ya da otogaz harcamanıza 400 TL Bankkart Lira kazanabilirsiniz.,2026-08-10T13:45:46+00:00
6807,251,installment,,,,,,12 taksit,"Alarko Carrier’da 6 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv Alarko Carrier’da 6 Taksit Kampanya Dönemi 01-04-2025 - 31-08-2026 Sektör: Yap",2026-08-10T13:45:46+00:00
6808,252,installment,,,,,,9 taksit,"Alfemo'da 5 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv Alfemo'da 5 Taksit Kampanya Dönemi 27-11-2025 - 31-08-2026 Sektör: Mobilya ve Dekorasy",2026-08-10T13:45:46+00:00
6809,253,discount,3000.0,,,1000.0,3000.0,3.000 TL indirim,E-Ticaret TROY Kartla İdefix’te 3.000 TL’ye Varan İndirim!,2026-08-10T13:45:46+00:00
6810,253,shopping_points,,,500.0,1000.0,,"Altın Puan, Worldpuan, ParafPara, Bankkart Lira veya alışveriş puanı",Son Gün 31.08.2026 Detaylar E-Ticaret E-Ticaret Alışverişlerinize Toplam 500 TL Bankkart Lira!,2026-08-10T13:45:46+00:00
6811,253,installment,,,,1000.0,,9 taksit,"Amazon'da 9'a varan Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv Amazon'da 9'a varan Taksit Kampanya Dönemi 13-11-2025 - 31-08-2026 Sektör: Diğ",2026-08-10T13:45:46+00:00
6813,254,shopping_points,,,5000.0,,,"Altın Puan, Worldpuan, ParafPara, Bankkart Lira veya alışveriş puanı",Bağımsız Kart'a Özel 5.000 TL'ye varan Bankkart Lira!,2026-08-10T13:45:46+00:00
6814,254,reward,5000.0,,,,5000.0,Ödül veya hediye tutarı,Kampanya müşteri bazındadır ve bir müşteri kampanyadan en fazla 5.000 TL Bankkart Lira kazanabilecektir.,2026-08-10T13:45:46+00:00
6812,255,installment,,,,,,12 taksit,"BAUHAUS’ta 3 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv BAUHAUS’ta 3 Taksit Kampanya Dönemi 01-04-2025 - 31-08-2026 Sektör: Yapı Sektörü ve İ",2026-08-10T13:45:46+00:00
6815,256,installment,,,,,,9 taksit,"Bellona'da 5 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv Bellona'da 5 Taksit Kampanya Dönemi 01-04-2025 - 31-08-2026 Sektör: Mobilya ve Dekora",2026-08-10T13:45:46+00:00
6816,257,installment,,,,,,4 taksit,"Benetton'da 2 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv Benetton'da 2 Taksit Kampanya Dönemi 01-04-2025 - 31-08-2026 Sektör: Giyim ve Aksesu",2026-08-10T13:45:46+00:00
