campaign_id,bank_name,campaign_name,category,campaign_type,linked_product_type,main_benefit,target_audience,installment,maturity,pricing,financing_amount,discount_cashback,reward,points,min_spend,max_benefit,min_transaction,max_transaction,start_date,end_date,expense_status,conditions_summary,source_url,source_checked_at,verification_status
163,Kuveyt Türk,Kuveyt Türk Mobil'den Pratik BES planınıza 2000 TL Hediye!,İndirim Kampanyası,discount_campaign,,2.000 TL indirim / iade · 2000 TL ödül,"Kart Sahipleri,Bireysel Müşteriler",,,,,2.000 TL indirim / iade,2000 TL ödül,,,2.000 TL,,,2025-11-05,2026-12-31,,".11.2025 - 31.12.2026 Kampanyayı Paylaş Kuveyt Türk Mobil 'den aylık minimum 2.000 TL’lik Pratik BES ürünü sözleşmesi yapıp, ödemesini Kuveyt Türk Bireysel Kredi Kartları üzerinden yapan müşterilerimize özel 2.000 TL iade yapılacaktır. Kampanyaya konu BES ürünü, Pratik BES planıdır. Başka bir BES planı kampanyaya dahil değildir. Kampanyadan yararlanabilecek katılımcılar 1 Ocak 2026 tarihinden sonra Kuveyt Türk Mobilden müşteri olup Kuveyt Türk Mobilden Pratik BES planı yapan kişilerdir. Bireysel kredi kartı başvurularını şubelerimizden yapabilirsiniz. Bir katılımcı, ilgili kampanyadan en fazla 1 kez yararlanabilecektir. Nakit iade için yapılacak hesaplamalarda tahsilat tarihi dikkate alınacaktır. Tahsilat tarih",https://kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/kuveyt-turk-mobilden-pratik-bes-planiniza-2000-tl-hediye,2026-08-25T00:26:37+00:00,official_source_date_gated
110,Kuveyt Türk,Kuveyt Türk Veteriner Klinik Müşterilerine Özel Fugevet Dijital Yönetim Çözümlerinden %30 İndirim,İndirim Kampanyası,discount_campaign,,%30 indirim / iade,"Ticari Müşteriler,Yeni Müşteriler",,,,,%30 indirim / iade,,,,,,,2026-05-14,2026-12-31,,.05.2026 - 31.12.2026 Kampanyayı Paylaş Kuveyt Türk müşterilerine özel modern veteriner klinik yönetimi hizmetleri sunan Fuguvet web sitesi üzerinden yapacakları hizmet satın alımlarında %30 indirim sunulacaktır. Kampanyaya Kuveyt Türk Mobil Şube üzerinden alacağınız ‘Promosyon kodu’ ile Fiyatlar | Fugevet web sitesi üzerinden katılım sağlayabilirsiniz. Kampanya kapsamında kazanılan indirim hakkı devredilemez. Kampanyaya Kuveyt Türk Mobil Şube üzerinden alacağınız promosyon kodları ile 1 defa katılım sağlayabilirsiniz. Kampanya başka kampanyalarla birleştirilemez. Kuveyt Türk önceden haber vermeden kampanya koşullarında değişiklik yapabilir ya da kampanyayı sonlandırabilir.,https://kuveytturk.com.tr/kampanyalar/isim-icin/musteri-ol-kampanyalari/kuveyt-turk-veteriner-klinik-musterilerine-ozel-fugevet-dijital-yonetim-cozumlerinden-30-indirim,2026-08-25T00:26:37+00:00,official_source_date_gated
90,Kuveyt Türk,Kuveyt Türk ile E-İhracat Gönderilerinizde Mil Kazanın!,İndirim Kampanyası,discount_campaign,,%15 indirim / iade · 10.000 puan / mil,"Ticari Müşteriler,Kart Sahipleri",,,,,%15 indirim / iade,,10.000 puan / mil,,,,,2026-07-16,2026-12-31,,".07.2026 - 31.12.2026 Kampanyayı Paylaş Kuveyt Türk Miles&Smiles kartlarınızla yapacağınız e-ihracat kargo harcamalarınız mile dönüşüyor. Harcamalarınızdan her ay %10, ayda maksimum 10.000 Mil kazanarak yıl sonuna kadar 60.000 Mil kazanma fırsatını yakalayabilirsiniz. Üstelik ilk defa Navlungo kullanacak Kuveyt Türk müşterilerini %15 indirim bekliyor! Kampanya Koşulları: Kampanyadan Kuveyt Türk Miles&Smiles kredi kartlarına sahip e-ihracat yapan müşterilerimiz faydalanabilir. Kampanya süresi boyunca tüm gönderilerinizden %10 oranında mil kazanırsınız. İlk kez Navlungo kullanacak Kuveyt Türk müşterilerine %15 indirim tanımlanacaktır. Kampanya kazanımına ait miller ekstre tarihinizde kartınıza tanımlanacaktır. Ka",https://kuveytturk.com.tr/kampanyalar/isim-icin/kart-kampanyalari/kuveyt-turk-ile-e-ihracat-gonderilerinizde-mil-kazanin,2026-08-25T00:26:37+00:00,official_source_date_gated
197,Kuveyt Türk,Kuveyt Türk ile Yurt Dışı Seyahatlerinde Ayrıcalıklar Sizinle!,İndirim Kampanyası,discount_campaign,,%35 indirim / iade,"Kart Sahipleri,Bireysel Müşteriler",,,,,%35 indirim / iade,,,,,,,2026-02-02,2026-12-31,,".02.2026 - 31.12.2026 Kampanyayı Paylaş Pocket SIM ile Yurt Dışında Bağlantın Kesilmesin: 1 GB Hediye İnternet ve %35 İndirim! PocketSIM e-SIM paketlerinde sunulan 1 GB hediye internet ile yurt dışında sevdikleriniz ile iletişimde kalabilirsiniz. ' KT POCKETSIM26 ' yazıp 2848 'e göndererek alacağınız kodu Pocket eSIM ödeme ekranındaki 'İndirim Kodu' alanına girdikten sonra avantajdan yararlanabilirsiniz. Kampanyadan kazanılan internet bir hafta boyunca geçerlidir ve indirim kodu tek kullanımlıktır. Diğer kampanyalar veya indirim kodlarıyla birleştirilemez. Avantajlı fiyatlardan yararlanmaya devam etmek için sonraki satın alma işlemlerinde PocketSIM uygulaması üzerinden, eSIM planını seçtikten sonra ödeme adımın",https://kuveytturk.com.tr/kampanyalar/kendim-icin/seyahat-kampanyalari/kuveyt-turk-ile-yurt-disi-seyahatlerinde-ayricaliklar-sizinle,2026-08-25T00:26:37+00:00,official_source_date_gated
165,Kuveyt Türk,Kuveyt Türk'lülere Windy Car'da %30 İndirim Fırsatı!,İndirim Kampanyası,discount_campaign,,%30 indirim / iade,Kart Sahipleri,,,,,%30 indirim / iade,,,,,,,2026-07-01,2026-12-31,,".07.2026 - 31.12.2026 Kampanyayı Paylaş Kuveyt Türk Bireysel ve Tüzel Kredi Kartlarınızla WindyCar’da %30 indirim fırsatı sizi bekliyor! 0 Muafiyet Güvencesi dahil avantajlı fiyatlarla araç kiralayın. NASIL YARARLANILIR? www.windycar.com.tr üzerinden araç seçimi yapın. Ödeme aşamasında “İndirim Kuponu” alanına KT2026 kodunu girerek indirimli fiyatlarla rezervasyonunuzu tamamlayın. KAMPANYA DETAYLARI Kampanya kapsamında, WindyCar resmi web sitesi üzerinden yapılan online rezervasyonlarda %30 indirim uygulanır. İndirim, 0 Muafiyet Güvencesi paketi dahil şekilde geçerlidir. Kampanya yalnızca Kuveyt Türk Bireysel ve Tüzel Kredi Kartları ile yapılan ödemelerde geçerlidir. 1–24 gün arası araç kiralamalarda kullanılab",https://kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/kuveyt-turklulere-windy-carda-30-indirim-firsati,2026-08-25T00:26:37+00:00,official_source_date_gated
103,Kuveyt Türk,Kuveyt Türk'ten E-Ticaret Yapan KOBİ'lere %75’e Varan Kargo İndirimi,İndirim Kampanyası,discount_campaign,,%75 indirim/iade,"Ticari Müşteriler,Kart Sahipleri",,,,,,,,,,,,2026-05-15,2026-12-31,,".05.2026 - 31.12.2026 Kampanyayı Paylaş Değerli müşterimiz, e-ticaret alışverişlerinizde kargo masraflarını dert etmeyin! Geliver iş birliği ile %75'e varan kargo indirimi fırsatını kaçırmayın. 🛍️ Tasarruf edin, alışveriş keyfinizi artırın! 📦 Kampanya Detayları Akıllı bir kargo pazaryeri olan Geliver, tüm kargolama sürecinizi otomatik şekilde yönetir, istediğiniz firmadan indirimli teklif almanızı sağlar. Geliver'e üye olmak ve kampanyadan yararlanabilmek için linke tıklayarak kayıt oluşturmanız gerekmektedir. Geliver, kendi kullanıcılarına %70’e varan indirim sağlamakla birlikte E-Ticaret yapan Kuveyt Türklü KOBİ'lere ek indirimler sağlamaktadır. İndirim oranları ve ek avantajlar kargo şirketi, gönderi ebatı",https://kuveytturk.com.tr/kampanyalar/isim-icin/kobi-kampanyalari/kuveyt-turkten-e-ticaret-yapan-kobilere-75e-varan-kargo-indirimi,2026-08-25T00:26:37+00:00,official_source_date_gated
833,Kuveyt Türk,"Kuveyt Türk'ten E-Ticaret, E-İhracat ve Tekno Girişimcilere Özel Fırsat!",İndirim Kampanyası,discount_campaign,,%15 indirim/iade,"Ticari Müşteriler,Kart Sahipleri",,,,,,,,,,,,2026-07-20,2026-12-31,,".07.2026 - 31.12.2026 Kampanyayı Paylaş Kuveyt Türk Ticari kartlar ile Marqby'da %15'e varan paket indirim avantajı sizi bekliyor! Markanız ile ilgili ihtiyaçlarınıza göz atabilir marka araştırması, marka başvurusu, durum takibi ve portföy izleme gibi ürün çözümlerine ulaşabilirsiniz. Kampanya Detayları Kuveyt Türk Ticari Kartları ile Marqby web sitesinden yapacağınız (Resmi Harçlar/Devlet Harçları hariç olmak üzere) başvuru ücretinde %15'e varan indirim oranından yararlanabilirsiniz. Kampanyaya Kuveyt Türk Ticari Kredi Kartları ile kullanımda geçerlidir. Kampanya yalnızca E-Ticaret, E-İhracat ve Tekno Girişimci müşterileri içeren hedef kitleye özeldir. Kampanya, app.marqby.us/tr/ web sitesinden yapılacak ödeme",https://kuveytturk.com.tr/kampanyalar/isim-icin/kart-kampanyalari/kuveyt-turkten-e-ticaret-e-ihracat-ve-tekno-girisimcilere-ozel-firsat,2026-08-25T00:26:37+00:00,official_source_date_gated
112,Kuveyt Türk,Mobilden Kuveyt Türklü Olan Esnaf ve Çiftçilere 22.000 TL'ye Varan Hediye!,İndirim Kampanyası,discount_campaign,,22.000 TL ödül,"Ticari Müşteriler,Kart Sahipleri,Dijital Müşteriler,Yeni Müşteriler",,,,,,22.000 TL ödül,,1000 TL,22.000 TL,,,2025-07-30,2026-12-31,,".07.2025 - 31.12.2026 Kampanyayı Paylaş 30 Temmuz 2025- 31 Aralık 2026 tarihleri arası mobilden müşterimiz olan esnaf ve çiftçilere kart harcamaları, fatura talimatı ve davet kodu kampanyalarından 22.000 TL'ye kadar kazanma fırsatı! 22.000 TL Hediye’de Neler Var? Kendi davet kodunuzu yakınlarınız ile paylaşarak Kuveyt Türk Mobil ’den müşterimiz olan her Şahıs firması, Esnaf ve Çiftçi hesabı için 2.000 TL, toplamda 10 yakınınız için 20.000 TL, kazanabilirsiniz. 1000 TL’lik Sağlam Business Nakit kart harcamasına 1000 TL harcama iadesi hediye! Sağlam Business Nakit Kart ile 1000 TL ve üzeri yapacağınız ilk alışverişte 1000 TL harcama iadesi alabilirsiniz. Kampanya hakkında detaylı bilgi için tıklayınız. 3 fatura t",https://kuveytturk.com.tr/kampanyalar/isim-icin/musteri-ol-kampanyalari/mobilden-kuveyt-turklu-olan-esnaf-ve-ciftcilere-22000-tlye-varan-hediye,2026-08-25T00:26:37+00:00,official_source_date_gated
113,Kuveyt Türk,Mobilden Kuveyt Türklü Olan Tüzel Firmalara 22.000 TL'ye Varan Hediye!,İndirim Kampanyası,discount_campaign,,22.000 TL ödül,"Ticari Müşteriler,Dijital Müşteriler,Yeni Müşteriler",,,,,,22.000 TL ödül,,1.000 TL,22.000 TL,,,2025-07-30,2027-12-31,,".07.2025 - 31.12.2027 Kampanyayı Paylaş 30 Temmuz 2025- 31 Aralık 2027 tarihleri arası mobilden tüzel hesap açanlara kart harcamaları, fatura talimatı ve davet kodu kampanyalarından 22.000 TL'ye kadar kazanma fırsatı! 22.000 TL Hediye’de Neler Var? Kendi davet kodunuzu yakınlarınız ile paylaşarak Kuveyt Türk Mobil ’den müşterimiz olan her Tüzel hesap için 2.000 TL, toplamda 10 yakınınız için 20.000 TL, kazanabilirsiniz. 1000 TL’lik Sağlam Business Nakit Kart harcamasına 1.000 TL harcama iadesi hediye! Sağlam Business Nakit Kart ile 1.000 TL ve üzeri yapacağınız ilk alışverişte 1.000 TL harcama iadesi alabilirsiniz. Kampanya hakkında detaylı bilgi için tıklayınız. 3 fatura talimatına 1.000 TL hediye! Herhangi bi",https://kuveytturk.com.tr/kampanyalar/isim-icin/musteri-ol-kampanyalari/mobilden-kuveyt-turklu-olan-tuzel-firmalara-22000-tlye-varan-hediye,2026-08-25T00:26:37+00:00,official_source_date_gated
192,Kuveyt Türk,Mobilden Kuveyt Türklü Olanlara Toplamda 7.250 TL Hediye!,İndirim Kampanyası,discount_campaign,,7.250 TL ödül,"Kart Sahipleri,Dijital Müşteriler,Bireysel Müşteriler,Yeni Müşteriler",,,,,,7.250 TL ödül,,,7.250 TL,,,2024-02-01,2026-12-31,,".02.2024 - 31.12.2026 Kampanyayı Paylaş Mobilden müşterimiz olanlara özel kart harcamaları, fatura talimatı ve davet kodu kampanyalarından toplamda 7.250 TL kazanma fırsatı. 7.250 TL Hediye’de Neler Var? Davet kodunu kullanarak mobilden veya Self Nokta'dan Kuveyt Türklü olup 500 TL harcama iadesi kazanabilirsiniz. Ayrıca kendi davet kodunuzu da yakınlarınız ile paylaşarak Kuveyt Türk Mobil’den müşterimiz olan 10 yakınınız için 5.000 TL, toplamda 5.500 TL kazanabilirsiniz. Kampanya hakkında detaylı bilgi için tıklayınız. Kuveyt Türk Mobil ’den ya da Self Nokta'dan müşterimiz olanlar 16 Haziran 2025 tarihi sonrasında verdikleri ilk fatura talimatlarında 100, ikincisinde 150, üçüncüsünde ise 250 TL ile toplamda 50",https://kuveytturk.com.tr/kampanyalar/kendim-icin/musteri-ol-kampanyalari/mobilden-kuveyt-turklu-olanlara-toplamda-7250-tl-hediye,2026-08-25T00:26:37+00:00,official_source_date_gated
114,Kuveyt Türk,Mobilden Kuveyt Türklü Tüzel Firmalara Özel 1000 TL Hediye!,İndirim Kampanyası,discount_campaign,,1000 TL ödül,"Ticari Müşteriler,Yeni Müşteriler",,,,,,1000 TL ödül,,1000 TL,1.000 TL,,,2025-07-24,2026-12-31,,".07.2025 - 31.12.2026 Kampanyayı Paylaş Kuveyt Türk Mobil ’den müşterimiz olan Tüzel firma hesapları için 1000 TL ’lik Sağlam Business Nakit Kart harcamasına 1000 TL harcama iadesi hediye! Müşteri olduktan sonra kartınızın gelmesini beklemeden Kuveyt Türk Mobil üzerinden Sağlam Business Nakit Sanal Kartınızı oluşturarak sanal kart bilgilerinizle alışveriş yapabilirsiniz. Kampanya kapsamında 24 Temmuz 2025-31 Aralık 2026 tarihleri arasında Tüzel hesap açan müşterilerimiz ilk kez tek seferde yapacakları 1000 TL ve üzeri Sağlam Business Nakit Kart harcamasına 1000 TL harcama iadesi kazanır. Kampanyadan faydalanılabilmesi için 1000 TL harcamanın, müşteri olma tarihinin üzerinden en az 1 gün geçtikten sonra yapılmas",https://kuveytturk.com.tr/kampanyalar/isim-icin/musteri-ol-kampanyalari/mobilden-kuveyt-turklu-tuzel-firmalara-ozel-1000-tl-hediye,2026-08-25T00:26:37+00:00,official_source_date_gated
111,Kuveyt Türk,"Mobilden Kuveyt Türklü olan Esnaf, Çiftçi ve Şahıs Firmalarına Özel 1000 TL Hediye!",İndirim Kampanyası,discount_campaign,,1000 TL ödül,"Ticari Müşteriler,Yeni Müşteriler",,,,,,1000 TL ödül,,1000 TL,1.000 TL,,,2025-07-24,2026-12-31,,".07.2025 - 31.12.2026 Kampanyayı Paylaş Kuveyt Türk Mobil ’den müşterimiz olan esnaflar, çiftçiler ve şahıs firması hesapları için için 1000 TL ’lik Sağlam Nakit Kart harcamasına 1000 TL harcama iadesi hediye! Kuveyt Türk Mobil üzerinden Sağlam Nakit Sanal Kart'ınızı oluşturarak sanal kart bilgilerinizle alışveriş yapabilirsiniz. Kampanya kapsamında 24 Temmuz 2025-31 Aralık 2026 tarihleri arasında esnaflar, çiftçiler ve şahıs firması hesabı açan müşterilerimiz ilk kez-tek seferde-yapacakları 1000 TL ve üzeri Sağlam Nakit Kart harcamasına 1000 TL harcama iadesi kazanır. Kampanyadan faydalanılabilmesi için 1000 TL harcamanın, müşteri olma tarihinin üzerinden en az 1 gün geçtikten sonra yapılması gerekmektedir. Mü",https://kuveytturk.com.tr/kampanyalar/isim-icin/musteri-ol-kampanyalari/mobilden-kuveyt-turklu-olan-esnaf-ciftci-ve-sahis-firmalarina-ozel-1000-tl-hediye,2026-08-25T00:26:37+00:00,official_source_date_gated
94,Kuveyt Türk,"Proemtia Sağlam Bayi Kart: Tedarikte Güç, Ödemede Esneklik!",İndirim Kampanyası,discount_campaign,,%1 indirim / iade,"Ticari Müşteriler,Kart Sahipleri",,,,,%1 indirim / iade,10.000 TL,,100.000 TL,,,,2026-06-29,2026-12-31,,".06.2026 - 31.12.2026 Kampanyayı Paylaş Proemtia Sağlam Bayi Kart sahibi olacak müşterilerimize 100.000 TL ve üzeri ilk işleme özel %1 nakit iade kazanın. Proemtia web sitesini ziyaret etmek için buraya tıklayınız. Kampanya Detayları KOBİ'lere özel Proemtia Sağlam Bayi Kart ile 100.000 TL ve üzeri ilk harcama için geçerli olacak şekilde %1 nakit iade kazanma imkanı sizleri bekliyor. Proemtia Sağlam Bayi Kartı olmayan müşterilerimiz Mobil Şube üzerinden , web sitemiz üzerinden veya şubelerimizden hemen başvuru yapabilir ve ücretsiz sahip olabilirsiniz. Proemtia Sağlam Bayi Kart ile 3 aya kadar öteleme seçeneğinden faydalanabilirsiniz. Proemtia Sağlam Bayi Kart kapalı devre sistemi, esnek vade imkanı, QR kod ve M",https://kuveytturk.com.tr/kampanyalar/isim-icin/kart-kampanyalari/proemtia-saglam-bayi-kart-tedarikte-guc-odemede-esneklik,2026-08-25T00:26:37+00:00,official_source_date_gated
173,Kuveyt Türk,Sağlam Kart Sahipleri Halalbooking'de de Avantajlı!,İndirim Kampanyası,discount_campaign,,9 taksit,Kart Sahipleri,9 taksit,,Vade farksız (%0),,,,,10.000 TL,1.000 TL,,,2025-07-30,2026-12-31,,".07.2025 - 31.12.2026 Kampanyayı Paylaş 31 Aralık 2026 tarihine kadar yapacağınız tatil harcamalarınızda 9 aya varan taksit avantajından yararlanabilir, Halalbooking’e kaydolurken 1.000 TL değerinde indirim kazanabilirsiniz. İndirim kampanyası Halalbooking’e ilk defa link üzerinden kaydolan müşteriler için geçerlidir ve 10.000 TL ve üzerindeki rezervasyonlarda kullanılabilecektir. Halalbooking harcamalarınızı ödeme esnasında taksitlendirmeniz gerekmektedir. Kredi kartı segmentinize göre ilk yıl Gold, Platin veya Diamond üyelik kazanarak seçili otellerde %20'ye varan indirim, private hizmetler ve ücretsiz havaalanı transferi ayrıcalıklarından faydalanabilirsiniz. Sağlam Kart Platinum/Gold Sağlam Kart Klasik Kamp",https://kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/saglam-kart-sahipleri-halalbookingde-de-avantajli,2026-08-25T00:26:37+00:00,official_source_date_gated
98,Kuveyt Türk,Sağlam Tohum Kart QR Ödeme ile 2.000 TL' ye Varan İndirim Fırsatı!,İndirim Kampanyası,discount_campaign,,2.000 TL indirim / iade,"Ticari Müşteriler,Kart Sahipleri",,,,,2.000 TL indirim / iade,,,1.000 TL,2.000 TL,,,2026-06-25,2026-12-31,,".06.2026 - 31.12.2026 Kampanyayı Paylaş Sağlam Tohum Kredi Kartları ile yıl sonuna kadar her ay QR kod kullanarak yaptığınız 1.000 TL ve üzeri her harcamanızda %5, toplamda 2.000 TL indirim kazandırıyor! Kampanya kazanımı müşteri bazlıdır. Kampanya Otomatik Katılımlıdır. Kampanyaya katıldıktan sonra QR harcamanızı gerçekleştirebilirsiniz. Kampanyadan maksimum kazanım 2.000 TL indirimdir. Kampanyaya Sağlam Tohum Kart ile bu kartların sanal ve ek kartları dahildir. QR kod ile Kuveyt Türk Mobil - QR Kod İşlemleri- Ödeme Yap menüsünden QR okutarak ödeme yapabilirsiniz. Kampanya farklı kampanyalarla birleştirilemez. Kuveyt Türk, önceden haber vermeden kampanya koşullarında değişiklik yapabilir ya da kampanyayı sonla",https://kuveytturk.com.tr/kampanyalar/isim-icin/kart-kampanyalari/saglam-tohum-kart-qr-odeme-ile-2000-tl-ye-varan-indirim-firsati,2026-08-25T00:26:37+00:00,official_source_date_gated
193,Kuveyt Türk,Yakınlarını Kuveyt Türk'e Davet Et Toplamda 5.000 TL'ye Varan Hediye Kazan!,İndirim Kampanyası,discount_campaign,,5.000 TL ödül,"Bireysel Müşteriler,Yeni Müşteriler",,,,,,5.000 TL ödül,,500 TL,5.000 TL,,,2025-06-15,2026-12-31,,".06.2025 - 31.12.2026 Kampanyayı Paylaş Siz de Kuveyt Türk lü iseniz size iletilen davet kodunu yakınlarınızla paylaşarak Kuveyt Türk Mobil’den veya Self Noktadan müşteri olan her yakınınız için 500 TL , toplamda 5.000 TL ’ye kadar kazanabilirsiniz. Üstelik davet koduyla Kuveyt Türklü olan yakınlarınıza da 500 TL harcama iadesi! Yakınlarınızı Kuveyt Türk’e davet edin, birlikte kazanın. Kampanya Koşulları Davet Kodu ile Yakınlarını Davet Edenler İçin, Kampanya kapsamında; davet kodunu paylaşan Kuveyt Türklüler, mobilden veya Self noktadan müşterimiz olan ve aşağıdaki koşulu sağlayan her yakını için 500 TL , toplamda 10 yakını için 5.000 TL ’ye varan kazanç elde edebilir. Kampanyadan yararlanabilmek için davet et",https://kuveytturk.com.tr/kampanyalar/kendim-icin/musteri-ol-kampanyalari/yakinlarini-kuveyt-turke-davet-et-toplamda-5000-tlye-varan-hediye-kazan,2026-08-25T00:26:37+00:00,official_source_date_gated
183,Kuveyt Türk,Yolcu360'ta Araç Kiralamada İndirim Fırsatı!,İndirim Kampanyası,discount_campaign,,%15 indirim/iade,Kart Sahipleri,,,,,,,,,,,,2025-08-05,2026-12-31,,".08.2025 - 31.12.2026 Kampanyayı Paylaş Araç Kiralama İndirim Kampanyası Detaylar: Kampanya son geçerlilik tarihi: 31 Aralık 2026 İndirim, 1-29 gün arası kiralamalarda geçerlidir. Aylık ve uzun dönem kiralamaları kapsamamaktadır. Tüm Bireysel Kuveyt Türk kartlarında geçerlidir. İndirim fiyatları, günlük net araç kiralama fiyatları üzerinden indirimli olarak hesaplanır. Araç kiralama ücreti dışında yapılan ödemeler kampanya kapsamı dışındadır. İlgili araç grubuna ait teminat tutarları (depozito) kiralama başlangıcında misafirin şahsi kredi kartından tahsil edilir. İndirim, kampanyaya katılım sağlayan araç kiralama firmalarında geçerlidir. Araç gruplarına göre kiralama işlemleri minimum 21 yaş ve en az 1 yıllık e",https://kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/yolcu360ta-arac-kiralamada-indirim-firsati,2026-08-25T00:26:37+00:00,official_source_date_gated
196,Kuveyt Türk,Yurt Dışı Çıkış Harcı Hediye Fırsatı!,İndirim Kampanyası,discount_campaign,,Kampanyaya Katılmak İçin Hemen Başvurun T.C.,"Kart Sahipleri,Bireysel Müşteriler,Yeni Müşteriler",,,,,,,,,,,,2026-01-01,2026-12-31,,".01.2026 - 31.12.2026 Kampanyayı Paylaş Kuveyt Türk Mobil üzerinden 01.01.2026 tarihinden itibaren müşteri olup, Kuveyt Türk bireysel kredi kartıyla mobilden Yurt Dışı Çıkış Harcı satın alındığında harç tutarının tamamı altın puan olarak iade verilecektir. Kuveyt Türk Mobil 'den Yurt dışı çıkış harcı almak için; Ödemeler/ Vergi/Resmi Kurumlar/ Yurt Dışı Çıkış Harcı Ödemesi’ne tıklayarak Yurt Dışı Çıkış Harcı alabilirsiniz. Ödemenin Kuveyt Türk Mobil üzerinden yapılması gerekmektedir. Kampanyadan Kuveyt Türk Mobil ’den müşteri olan ve Kuveyt Türk bireysel kredi kartı olan tüm müşteriler faydalanabilir. Bireysel kredi kartı başvurularını şubelerimizden yapabilirsiniz. Kampanya kazanımı müşteri bazlıdır ve her müş",https://kuveytturk.com.tr/kampanyalar/kendim-icin/musteri-ol-kampanyalari/yurt-disi-cikis-harci-hediye-firsati,2026-08-25T00:26:37+00:00,official_source_date_gated
154,Kuveyt Türk,İdefix'te 3.000 TL'ye Varan İndirim Fırsatı!,İndirim Kampanyası,discount_campaign,,3.000 TL indirim / iade,"Kart Sahipleri,Bireysel Müşteriler",,,,,3.000 TL indirim / iade,,,1.000 TL,3.000 TL,,,2026-06-10,2026-08-31,,".06.2026 - 31.08.2026 Kampanyayı Paylaş Troy logolu Kuveyt Türk bireysel kredi kartları ve banka kartları ile 31 Ağustos 2026 tarihine kadar İdefix üzerinden tek seferde yapacağınız 1.000 TL ve üzeri alışverişlerinize 200 TL, toplamda 3.000 TL'ye varan indirim kazanabilirsiniz. Nasıl Yararlanılır? İdefix web sitesi veya mobil uygulamasından alışveriş yapın. Sepet aşamasında “İndirim Kodu/Uygula” alanından TROY kuponunu seçin veya TROY200TL kodunu girin. Ödemeyi TROY logolu kartınızla tamamlayın. Kampanya Detayları 10 Haziran – 31 Ağustos 2026 tarihleri arasında geçerlidir. Tek seferde 1.000 TL ve üzeri alışverişte 200 TL indirim uygulanır. Ayda en fazla 1.000 TL, kampanya boyunca toplam 3.000 TL indirim kazanıl",https://kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/idefixte-3000-tlye-varan-indirim-firsati,2026-08-25T00:26:37+00:00,official_source_date_gated
102,Kuveyt Türk,İhracatınız Fazlaysa Avantajınız da Fazla!,İndirim Kampanyası,discount_campaign,,Kampanya kazanımı tek seferliktir.,"Ticari Müşteriler,Kart Sahipleri",,,,,,,,,,,,2026-06-15,2026-12-31,,".06.2026 - 31.12.2026 Kampanyayı Paylaş Kampanya Detayları Kampanya paketinden sadece Net İhracatçılar yararlanabilir. Net İhracatçı Tanımı: Son 1 yılda ihracatı ithalatından en az %10 yüksek olan firmalardır. Net İhracatçı tanımınızı en yakın şubemizden yaptırabilirsiniz. Paket 31/12/2026 tarihine kadar geçerlidir. Yeni tanım yaptıracak müşterilerimizin paketleri tanım yapıldıktan sonraki ilk Çarşamba günü aktif edilecektir. Kampanya Paket İçeriği: Kampanya Genel Şartları Kart limit başvuruları, bankamızca yapılacak nihai değerlendirme sonucu bir olumsuz duruma rastlanmadığında kesin onaya dönüştürülecektir. Kampanya kapsamında müşterilerimizin harcamalarını taksitlendirmek için İnternet Şube, Kuveyt Türk Mobi",https://kuveytturk.com.tr/kampanyalar/isim-icin/kobi-kampanyalari/ihracatiniz-fazlaysa-avantajiniz-da-fazla,2026-08-25T00:26:37+00:00,official_source_date_gated
471,T.O.M. Katılım,Cep telefonlarında Çok Kazananlar Kulübü’ne Özel Taksitli Alışveriş Kredisi Vade Farksız 3 Taksit!,Alışveriş Finansmanı,finance_campaign,Alışveriş Finansmanı,3 taksit,,3 taksit,3 ay,%0,,,10.000 TL,,,10.000 TL,,,2026-07-01,2026-12-31,,"Kampanya Detayları: Taksitli Alışveriş Kredisi ile A101 Ekstra’daki cep telefonlarında vade farksız 3 taksit fırsatı! Çok Kazananlar Kulübü’ne üye ol, avantajdan yararlan! Kampanya Koşulları: Kampanya 1 Temmuz – 31 Aralık 2026 tarihleri arasında geçerlidir. Kampanya A101 mobil uygulaması ve a101.com.tr üzerinden satın alınacak cep telefonlarında geçerlidir. Kampanyaya sadece Çok Kazanlar Kulübü üyelerinin Taksitli Alışveriş Kredisi ile yaptığı ödemeler dahildir. Kulüp üyeliği için Hadi Black Kredi Kartı’na sahip olman ve Günlük Kazandıran Hesabında minimum 10.000 TL bulunması yeterlidir. Bu iki koşulu sağlayıp TOM Bank Hadi uygulamasındaki Çok Kazananlar Kulübü kampanyasına katıldıktan sonra, ertesi gün kulübün",https://tombankhadi.com/kampanyalar/tom-bank-cok-kazananlar-kulubune-ozel-vade-farksiz-3-taksit-cep-telefonu,2026-08-10T11:27:29+00:00,official_source_date_gated
